Encabezados,name_w,year_w,price,user_score,type_w,region,alcohol_content,wine_grape,pk_score,pn_score,sk_score
842,El Transistor Verdejo, 2022,"21,90 €","4,0",Vino blanco,Rueda,"13,0%",Verdejo,92 PK,92 PN,NA
843,Gotim Bru, 2021,"9,90 €","4,1",Vino tinto,Costers del Segre,"14,0%",Tempranillo,90 PK,91 PN,NA
844,Entresuelos Tempranillo, 2020,"8,95 €","4,0",Vino tinto,Castilla y León,"15,0%",Tempranillo,NA,90 PN,NA
845,Horizonte de Exopto, 2021,"13,90 €","4,0",Vino tinto,Rioja,"14,5%",Tempranillo,93 PK,NA,93 SK
846,El Jardín de Lucía, 2022,"18,90 €","4,8",Vino blanco,Rías Baixas,"12,5%",Albariño,91 PK,90 PN,NA
847,Hermanos Lurton Tempranillo, 2021,"8,95 €","4,0",Vino tinto,Toro,"14,5%",Tempranillo,NA,NA,NA
848,Pago de Otazu Chardonnay con Crianza, 2021,"29,90 €","0,0",Vino blanco,Pago de Otazu,"14,0%",Chardonnay,91 PK,92 PN,93 SK
849,Perelada Stars Brut Nature, 2021,"8,80 €","4,5",Cava,DO Cava,"11,5%",Parellada,NA,NA,NA
850,Cune Blanco Reserva, 2019,"15,20 €","5,0",Vino Blanco,Rioja,"13,0%",Viura,93 PK,NA,NA
851,Fino Los Amigos,,"5,95 €","4,6",Fino,Montilla-Moriles,"15,0%",Pedro ximénez,NA,NA,NA
852,Baigorri Reserva, 2018,"21,95 €","4,7",Vino tinto,Rioja,"14,5%",Tempranillo,94 PK,92 PN,91 SK
853,Finca La Emperatriz Viñedo Singular, 2018,"34,90 €","0,0",Vino Tinto,Rioja,"14,5%",Tempranillo,94 PK,93 PN,93 SK
854,G22 de Gorka Izagirre, 2021,"15,00 €","4,7",Vino blanco,Bizkaiko Txakolina,"13,0%",Hondarribi zerratia,NA,NA,NA
855,Ilun de Gorka Izagirre Txacoli Tinto, 2022,"14,75 €","5,0",Vino tinto,España,"12,5%",Hondarribi beltza,NA,NA,NA
856,Artazuri Rosado, 2022,"8,55 €","4,0",Vino rosado,Navarra,"12,5%",Garnacha,NA,NA,NA
857,Rebels de Batea Blanc, 2022,"11,40 €","4,5",Vino blanco,Terra Alta,"13,0%",Garnacha blanca,NA,NA,NA
858,Familia Valdelana Crianza, 2020,"8,95 €","5,0",Vino tinto,Rioja,"14,0%",Tempranillo,NA,91 PN,NA
859,Anna de Codorníu Blanc de Blancs Reserva,,"10,95 €","4,4",Cava,DO Cava,"11,5%",Chardonnay,NA,NA,NA
860,Cillar de Silos Crianza, 2020,"21,90 €","3,8",Vino tinto,Ribera del Duero,"14,5%",Tempranillo,92 PK,NA,NA
861,Viñas del Vero Roble, 2022,"4,80 €","4,1",Vino tinto,Somontano,"13,5%",Cabernet sauvignon,NA,NA,NA
862,Viñas del Vero Merlot Tempranillo, 2022,"4,50 €","4,4",Vino rosado,Somontano,"13,5%",Merlot,NA,NA,NA
863,Adhuc Tempus Crianza, 2019,"12,95 €","0,0",Vino tinto,Ribera del Duero,"14,0%",Tempranillo,NA,NA,NA
864,Tantum Ergo Chardonnay, 2020,"27,95 €","4,5",Cava,DO Cava,"12,0%",Chardonnay,91 PK,92 PN,NA
865,Còsmic Destí Muscat, 2022,"16,90 €","4,5",Vino naranja,España,"11,5%",Moscatel de Alejandría,NA,NA,NA
866,Pere Ventura Tresor White on the Rocks,,"18,80 €","0,0",Cava,DO Cava,"11,5%",Xarel·lo,NA,NA,NA
867,Nora da Neve, 2021,"23,50 €","4,5",Vino blanco,Rías Baixas,"13,0%",Albariño,90 PK,93 PN,NA
868,Berarte Crianza, 2020,"11,95 €","4,3",Vino tinto,Rioja,"14,0%",Tempranillo,NA,NA,NA
869,Hisenda Miret, 2020,"27,50 €","5,0",Vino tinto,Penedès,"14,5%",Garnacha,NA,90 PN,NA
870,Enrique Mendoza Merlot-Monastrell, 2019,"10,90 €","4,3",Vino tinto,Alicante,"14,0%",Merlot,NA,NA,NA
871,Viatge al Priorat, 2021,"14,10 €","5,0",Vino tinto,Priorat,"15,0%",Garnacha,NA,NA,NA
872,Perlat Garnatxa, 2020,"10,60 €","5,0",Vino tinto,Montsant,"14,5%",Garnacha,NA,NA,NA
873,Agustí Torelló Mata Solid Rosat," (0,37 L)","16,00 €","1,0",Cava,DO Cava,"11,5%",Trepat,NA,NA,NA
874,Vallformosa Blue Fin Brut Reserva, 2020,"14,90 €","0,0",Cava,DO Cava,"11,5%",Macabeo,NA,NA,NA
875,Faustino I Gran Reserva, 2011,"21,50 €","4,8",Vino tinto,Rioja,"13,5%",Tempranillo,90 PK,93 PN,94 SK
876,Clunia Malbec, 2019,"26,80 €","3,5",Vino tinto,Castilla y León,"15,0%",Malbec,NA,NA,NA
877,El Aviador Tempranillo, (Bag in box 5L),"18,50 €","4,1",Vino tinto,Castilla y León,"13,5%",Tempranillo,NA,NA,NA
878,Cantariña 5 Valdeobispo, 2018,"24,90 €","0,0",Vino Tinto,Bierzo,"14,0%",Mencía,91 PK,NA,NA
879,Ninín, 2021,"9,95 €","0,0",Vino tinto,Ribera del Duero,"13,5%",Tempranillo,NA,NA,NA
880,Teixar, 2019,"65,90 €","0,0",Vino tinto,Montsant,"15,0%",Garnacha peluda,93 PK,93 PN,NA
881,Ariyanas Naturalmente Dulce," 2021 (0,5 L)","19,95 €","5,0",Vino de pasas,Málaga,"13,0%",Moscatel de Alejandría,NA,NA,NA
882,Viña Vilano Crianza, 2020,"13,50 €","4,3",Vino tinto,Ribera del Duero,"13,5%",Tempranillo,NA,91 PN,NA
883,Chan de Rosas Clasico, 2022,"12,50 €","4,3",Vino blanco,Rías Baixas,"13,0%",Albariño,NA,NA,NA
884,Valtravieso Nogara Verdejo, 2022,"8,65 €","5,0",Vino blanco,Rueda,"13,5%",Verdejo,NA,NA,NA
885,Casa Vella d'Espiells, 2019,"13,50 €","5,0",Vino tinto,Penedès,"15,0%",Cabernet sauvignon,NA,NA,NA
886,Fontedei Lindaraja, 2021,"10,50 €","4,0",Vino tinto,Granada,"14,0%",Tempranillo,NA,NA,NA
887,Flor de Vetus Verdejo, 2022,"7,80 €","4,1",Vino blanco,Rueda,"12,5%",Verdejo,NA,91 PN,91 SK
888,Agustí Torelló Kripta, 2015,"69,90 €","4,9",Cava,DO Cava,"11,5%",Macabeo,92 PK,95 PN,NA
889,Eduardo Bravo, 2023,"9,95 €","0,0",Vino blanco,Ribeiro,"12,5%",Treixadura,NA,NA,NA
890,Barbazul Tinto Roble, 2021,"9,90 €","4,4",Vino tinto,Cádiz,"15,0%",Tintilla,NA,NA,NA
891,Coto de Imaz Gran Reserva, 2017,"18,95 €","4,5",Vino tinto,Rioja,"13,5%",Tempranillo,NA,91 PN,92 SK
892,Pazo de Rubianes, 2022,"19,95 €","5,0",Vino blanco,Rías Baixas,"13,0%",Albariño,90 PK,92 PN,NA
893,Terra Remota Camino, 2020,"18,90 €","4,7",Vino tinto,Empordà,"14,0%",Syrah,NA,NA,NA
894,20 Aldeas, 2019,"14,90 €","4,7",Vino tinto,Castilla y León,"14,5%",Tempranillo,NA,90 PN,95 SK
895,Menade Nosso, 2022,"12,90 €","4,0",Vino blanco,Rueda,"13,0%",Verdejo,91 PK,NA,NA
896,René Barbier Rosado, 2022,"4,40 €","4,6",Vino rosado,Catalunya,"12,0%",Tempranillo,NA,NA,NA
897,El Perro Flaco Verdejo, 2022,"4,80 €","4,4",Vino blanco,Rueda,"12,5%",Verdejo,NA,NA,NA
898,Marqués de Cáceres Rosado, 2022,"5,70 €","4,6",Vino rosado,Rioja,"13,5%",Tempranillo,NA,NA,NA
